gene	p	CHR	POS
ENSSSAG00000103924	4.19E-06	ssa06	95855115
ENSSSAG00000116144	1.48E-19	ssa07	30048
ENSSSAG00000093856	8.43E-10	ssa07	30048
ENSSSAG00000098339	6.82E-07	ssa07	30048
ENSSSAG00000120626	0.00047119	ssa07	30048
ENSSSAG00000086271	3.11E-09	ssa07	333350
ENSSSAG00000108058	1.65E-05	ssa07	333350
ENSSSAG00000090592	1.40E-09	ssa07	955405
ENSSSAG00000099797	2.22E-05	ssa07	955405
ENSSSAG00000076218	0.000233658	ssa07	2620806
ENSSSAG00000119977	0.0337145	ssa07	2620806
ENSSSAG00000097744	0.00122601	ssa07	2672633
ENSSSAG00000049278	0.0196184	ssa07	2672633
ENSSSAG00000042383	1.54E-06	ssa07	3096450
ENSSSAG00000003846	5.12E-14	ssa07	3341234
ENSSSAG00000003862	2.17E-07	ssa07	3631142
ENSSSAG00000004035	0.00026441	ssa07	3868268
ENSSSAG00000091100	1.07E-08	ssa07	4389594
ENSSSAG00000003402	0.000234096	ssa07	5742165
ENSSSAG00000003877	0.00051269	ssa07	5757345
ENSSSAG00000004487	3.73E-08	ssa07	5767642
ENSSSAG00000107439	0.000224408	ssa07	6566445
ENSSSAG00000004327	1.03E-11	ssa07	6816280
ENSSSAG00000002676	1.01E-06	ssa07	7831416
ENSSSAG00000002854	2.77E-25	ssa07	7965138
ENSSSAG00000002920	0.0266731	ssa07	7972908
ENSSSAG00000115340	0.0122267	ssa07	7987209
ENSSSAG00000004049	0.00688547	ssa07	8002167
ENSSSAG00000002993	0.00696867	ssa07	8002590
ENSSSAG00000111088	0.0021928	ssa07	8270647
ENSSSAG00000003042	4.39E-05	ssa07	9523939
ENSSSAG00000002804	0.000349966	ssa07	11881959
ENSSSAG00000063371	1.91E-11	ssa07	13049490
ENSSSAG00000004690	0.0138421	ssa07	13344468
ENSSSAG00000003774	0.0106059	ssa07	13351887
ENSSSAG00000002728	0.0139405	ssa07	13509428
ENSSSAG00000057570	1.70E-10	ssa07	14868777
ENSSSAG00000113173	0.0268799	ssa07	15004902
ENSSSAG00000003456	0.00127276	ssa07	15182860
ENSSSAG00000045686	0.00308945	ssa07	15339495
ENSSSAG00000083890	9.84E-06	ssa07	15355378
ENSSSAG00000039934	0.0180478	ssa07	15401301
ENSSSAG00000005323	6.34E-05	ssa07	15421285
ENSSSAG00000005347	0.00283053	ssa07	15461036
ENSSSAG00000005361	2.28E-10	ssa07	15481432
ENSSSAG00000079590	0.0165475	ssa07	15875158
ENSSSAG00000006057	0.00699357	ssa07	15958690
ENSSSAG00000082767	6.68E-07	ssa07	15966453
ENSSSAG00000005518	0.0465623	ssa07	16045608
ENSSSAG00000039413	0.00295513	ssa07	16278650
ENSSSAG00000120143	0.0143626	ssa07	16278650
ENSSSAG00000005282	0.0175334	ssa07	16278650
ENSSSAG00000111676	0.0217342	ssa07	16278650
ENSSSAG00000084726	0.000565166	ssa07	16811137
ENSSSAG00000119722	0.00236417	ssa07	16811137
ENSSSAG00000062983	1.04E-08	ssa07	16841461
ENSSSAG00000002749	0.0357674	ssa07	17346262
ENSSSAG00000063203	0.000760517	ssa07	17462010
ENSSSAG00000113146	0.0198764	ssa07	18131192
ENSSSAG00000093788	0.032278	ssa07	18654173
ENSSSAG00000003437	0.0198937	ssa07	19198007
ENSSSAG00000076598	0.0485945	ssa07	19491341
ENSSSAG00000098606	0.00198066	ssa07	20496521
ENSSSAG00000079641	3.63E-18	ssa07	21045614
ENSSSAG00000087747	3.57E-19	ssa07	21375975
ENSSSAG00000110509	0.000524106	ssa07	21438139
ENSSSAG00000079611	0.000844116	ssa07	21721850
ENSSSAG00000005485	0.0170726	ssa07	22962361
ENSSSAG00000114456	1.06E-06	ssa07	23402012
ENSSSAG00000081596	0.000853416	ssa07	23714041
ENSSSAG00000044458	1.48E-24	ssa07	23727944
ENSSSAG00000110523	2.31E-11	ssa07	23727944
ENSSSAG00000106428	4.51E-22	ssa07	23730592
ENSSSAG00000005924	0.000378601	ssa07	23826720
ENSSSAG00000081618	0.00165217	ssa07	23838555
ENSSSAG00000091347	1.80E-07	ssa07	23858152
ENSSSAG00000005966	6.71E-21	ssa07	23858962
ENSSSAG00000121505	1.63E-26	ssa07	24149719
ENSSSAG00000115036	1.40E-19	ssa07	24149719
ENSSSAG00000006060	1.67E-19	ssa07	24149719
ENSSSAG00000092735	2.96E-08	ssa07	24149719
ENSSSAG00000118486	8.97E-15	ssa07	24195434
ENSSSAG00000028016	6.90E-05	ssa07	24197260
ENSSSAG00000005428	3.53E-44	ssa07	24207366
ENSSSAG00000082238	4.31E-26	ssa07	24207366
ENSSSAG00000006001	4.88E-23	ssa07	24211861
ENSSSAG00000062069	2.55E-05	ssa07	24217999
ENSSSAG00000095891	5.18E-18	ssa07	24225471
ENSSSAG00000005950	1.28E-28	ssa07	24258250
ENSSSAG00000008438	6.17E-08	ssa07	24304229
ENSSSAG00000015288	0.00135221	ssa07	24541278
ENSSSAG00000038496	0.0262752	ssa07	24944534
ENSSSAG00000112620	0.0109142	ssa07	25109538
ENSSSAG00000036393	0.00046834	ssa07	25146356
ENSSSAG00000045656	1.98E-13	ssa07	25152009
ENSSSAG00000005534	0.0269878	ssa07	25158785
ENSSSAG00000067514	0.0446951	ssa07	25261239
ENSSSAG00000038633	1.59E-06	ssa07	25354904
ENSSSAG00000045050	0.00623636	ssa07	26415451
ENSSSAG00000111188	2.77E-15	ssa07	26523904
ENSSSAG00000116548	5.17E-08	ssa07	26656501
ENSSSAG00000083115	2.37E-05	ssa07	26762872
ENSSSAG00000112885	0.000315066	ssa07	26962392
ENSSSAG00000072224	0.0257983	ssa07	26998945
ENSSSAG00000067565	0.0426709	ssa07	26998945
ENSSSAG00000072194	0.0333313	ssa07	27020430
ENSSSAG00000005454	0.0281063	ssa07	27024057
ENSSSAG00000071924	7.98E-07	ssa07	27365922
ENSSSAG00000094894	2.84E-09	ssa07	27710838
ENSSSAG00000015994	2.92E-07	ssa07	27716812
ENSSSAG00000070044	1.07E-26	ssa07	27732494
ENSSSAG00000068709	8.44E-06	ssa07	28123200
ENSSSAG00000064040	9.96E-05	ssa07	28316458
ENSSSAG00000067998	0.000277153	ssa07	28363413
ENSSSAG00000105047	0.000313361	ssa07	28499191
ENSSSAG00000039784	0.0150253	ssa07	28551151
ENSSSAG00000065920	8.97E-05	ssa07	28637287
ENSSSAG00000098533	0.0106196	ssa07	29071803
ENSSSAG00000084461	0.0296638	ssa07	29876307
ENSSSAG00000088442	4.10E-09	ssa07	32108351
ENSSSAG00000067626	0.00180663	ssa07	32140421
ENSSSAG00000095212	0.00528978	ssa07	32222789
ENSSSAG00000110879	3.50E-08	ssa07	32326071
ENSSSAG00000054755	2.09E-11	ssa07	36600111
ENSSSAG00000055896	0.0467786	ssa07	36664183
ENSSSAG00000056232	4.06E-36	ssa07	36819271
ENSSSAG00000083279	1.64E-08	ssa07	37222717
ENSSSAG00000002200	6.37E-06	ssa07	37529301
ENSSSAG00000066974	0.00320967	ssa07	37606026
ENSSSAG00000059174	9.34E-10	ssa07	38503132
ENSSSAG00000092268	3.30E-16	ssa07	38530867
ENSSSAG00000008044	6.27E-09	ssa07	38530867
ENSSSAG00000059403	1.24E-06	ssa07	39430902
ENSSSAG00000088349	0.000900584	ssa07	40191621
ENSSSAG00000057708	0.01169	ssa07	40210758
ENSSSAG00000066846	0.000789399	ssa07	40599245
ENSSSAG00000066874	0.000505808	ssa07	40644556
ENSSSAG00000055328	1.27E-11	ssa07	40935445
ENSSSAG00000068719	1.63E-08	ssa07	41022069
ENSSSAG00000073164	0.0186983	ssa07	41083832
ENSSSAG00000046181	0.0160152	ssa07	41541704
ENSSSAG00000003801	0.0147495	ssa07	42075770
ENSSSAG00000043974	0.000165423	ssa07	42076955
ENSSSAG00000102149	3.39E-16	ssa07	42231851
ENSSSAG00000106228	1.51E-13	ssa07	42263620
ENSSSAG00000046171	0.0285289	ssa07	42353973
ENSSSAG00000061968	1.60E-39	ssa07	43143248
ENSSSAG00000008019	1.15E-09	ssa07	43165640
ENSSSAG00000003533	6.08E-08	ssa07	43165640
ENSSSAG00000002526	0.000567897	ssa07	43185929
ENSSSAG00000048969	0.0306128	ssa07	43224016
ENSSSAG00000072671	0.0290377	ssa07	43314725
ENSSSAG00000044469	0.0472841	ssa07	43314725
ENSSSAG00000068604	0.030857	ssa07	44350279
ENSSSAG00000069545	1.55E-22	ssa07	44692640
ENSSSAG00000058593	0.000171376	ssa07	44891683
ENSSSAG00000070445	4.75E-08	ssa07	44970391
ENSSSAG00000059264	1.95E-08	ssa07	45019289
ENSSSAG00000071635	0.000360364	ssa07	45094783
ENSSSAG00000002591	0.0477129	ssa07	45103025
ENSSSAG00000112771	6.83E-16	ssa07	45226789
ENSSSAG00000078488	2.10E-09	ssa07	45534340
ENSSSAG00000070462	0.0229874	ssa07	45575894
ENSSSAG00000035678	0.00536195	ssa07	45921897
ENSSSAG00000089632	2.22E-14	ssa07	45989814
ENSSSAG00000069541	5.10E-05	ssa07	46110450
ENSSSAG00000002881	0.00447256	ssa07	46184142
ENSSSAG00000044831	3.04E-05	ssa07	46239556
ENSSSAG00000048963	8.69E-11	ssa07	46407657
ENSSSAG00000089454	0.00120777	ssa07	46435881
ENSSSAG00000108530	0.00162172	ssa07	46437432
ENSSSAG00000107602	1.01E-13	ssa07	46444693
ENSSSAG00000096362	0.039152	ssa07	46458505
ENSSSAG00000108147	2.01E-10	ssa07	46458848
ENSSSAG00000002954	0.016298	ssa07	46884106
ENSSSAG00000092724	3.05E-07	ssa07	47308284
ENSSSAG00000042037	5.04E-11	ssa07	47308382
ENSSSAG00000114174	8.02E-42	ssa07	47409829
ENSSSAG00000042622	0.00352994	ssa07	47481363
ENSSSAG00000101565	0.0181682	ssa07	47912622
ENSSSAG00000027979	0.00522077	ssa07	48092592
ENSSSAG00000020269	2.49E-06	ssa07	48159376
ENSSSAG00000048867	0.00411833	ssa07	48473474
ENSSSAG00000009694	2.76E-10	ssa07	49019322
ENSSSAG00000026891	0.000729283	ssa07	49041178
ENSSSAG00000003144	0.000140869	ssa07	49069583
ENSSSAG00000044247	0.00145438	ssa07	49146593
ENSSSAG00000003966	9.11E-11	ssa07	49659274
ENSSSAG00000053474	0.00228888	ssa07	52416086
ENSSSAG00000030379	1.59E-39	ssa07	52748844
ENSSSAG00000006535	5.11E-07	ssa07	52756215
ENSSSAG00000113372	0.0266134	ssa07	52757098
ENSSSAG00000051824	0.0127364	ssa07	52757139
ENSSSAG00000047869	0.000438614	ssa07	53379038
ENSSSAG00000006637	6.05E-05	ssa07	53392799
ENSSSAG00000006708	0.00780632	ssa07	53640626
ENSSSAG00000002619	1.56E-06	ssa07	53650782
ENSSSAG00000104608	3.22E-05	ssa07	55031694
ENSSSAG00000082071	6.73E-05	ssa07	55031694
ENSSSAG00000104573	0.00659653	ssa07	55031694
ENSSSAG00000114836	8.64E-16	ssa07	55052556
ENSSSAG00000094841	3.47E-13	ssa07	55140761
ENSSSAG00000087984	3.59E-08	ssa07	55140761
ENSSSAG00000091232	7.83E-05	ssa07	55144463
ENSSSAG00000115212	1.32E-05	ssa07	55198900
ENSSSAG00000119778	7.09E-21	ssa07	55296464
ENSSSAG00000090446	1.08E-18	ssa07	55296464
ENSSSAG00000048017	7.70E-09	ssa07	55469702
ENSSSAG00000005503	0.000255992	ssa07	55469702
ENSSSAG00000087749	0.0025529	ssa07	55469702
ENSSSAG00000109189	0.00315584	ssa07	55469702
ENSSSAG00000101755	0.0122695	ssa07	55729056
ENSSSAG00000101917	0.0126716	ssa07	55729056
ENSSSAG00000090080	1.21E-16	ssa07	55988757
ENSSSAG00000108948	1.43E-05	ssa07	56047118
ENSSSAG00000059112	6.39E-08	ssa07	56581658
ENSSSAG00000057816	1.47E-50	ssa08	421934
ENSSSAG00000107241	0.000388314	ssa08	1172095
ENSSSAG00000002837	0.000971096	ssa08	3782891
ENSSSAG00000064563	0.00124668	ssa08	4007292
ENSSSAG00000041617	2.24E-05	ssa08	4042594
ENSSSAG00000040927	0.00693436	ssa08	4042594
ENSSSAG00000095342	0.00113981	ssa08	4076264
ENSSSAG00000041284	2.53E-31	ssa08	4402753
ENSSSAG00000026470	1.45E-42	ssa08	4510481
ENSSSAG00000115650	0.00717547	ssa08	5012767
ENSSSAG00000004771	0.0280191	ssa08	5031614
ENSSSAG00000112047	2.88E-13	ssa08	6657943
ENSSSAG00000002209	1.36E-05	ssa08	6780241
ENSSSAG00000003727	2.16E-06	ssa08	7045867
ENSSSAG00000063566	0.00573944	ssa08	8758911
ENSSSAG00000091541	7.94E-31	ssa08	8818361
ENSSSAG00000039447	5.14E-09	ssa08	9186072
ENSSSAG00000118275	3.13E-84	ssa08	9187205
ENSSSAG00000102683	0.0116925	ssa08	9332566
ENSSSAG00000106134	0.00104723	ssa08	9845489
ENSSSAG00000043265	0.0391481	ssa08	10294605
ENSSSAG00000074461	0.0145407	ssa08	11275061
ENSSSAG00000063573	0.0122362	ssa08	11366320
ENSSSAG00000069326	0.000346325	ssa08	11621082
ENSSSAG00000041481	0.00532913	ssa08	11682452
ENSSSAG00000041537	7.94E-16	ssa08	11717166
ENSSSAG00000041497	2.48E-05	ssa08	11717166
ENSSSAG00000075686	0.0250863	ssa08	11718183
ENSSSAG00000043365	7.91E-10	ssa08	13128125
ENSSSAG00000041610	3.98E-07	ssa08	13485904
ENSSSAG00000095032	6.41E-19	ssa08	13878175
ENSSSAG00000115162	9.23E-05	ssa08	14502409
ENSSSAG00000076933	1.21E-05	ssa08	14520480
ENSSSAG00000120595	0.0208506	ssa08	16844286
ENSSSAG00000050766	7.51E-05	ssa08	17094758
ENSSSAG00000003525	4.58E-24	ssa08	17245829
ENSSSAG00000081923	3.52E-09	ssa08	17746637
ENSSSAG00000059647	0.00435306	ssa08	17836066
ENSSSAG00000052990	0.0153123	ssa08	17844179
ENSSSAG00000111406	7.97E-06	ssa08	19348432
ENSSSAG00000090347	0.000325986	ssa08	19352947
ENSSSAG00000115702	0.000340802	ssa08	19353975
ENSSSAG00000119105	0.000570344	ssa08	19356691
ENSSSAG00000001972	0.0014262	ssa08	19369846
ENSSSAG00000085567	0.04418	ssa08	19374981
ENSSSAG00000117843	2.58E-25	ssa08	19376018
ENSSSAG00000097815	0.00448022	ssa08	19376045
ENSSSAG00000100645	2.32E-07	ssa08	19388705
ENSSSAG00000121552	0.000345709	ssa08	19395989
ENSSSAG00000108748	1.75E-21	ssa08	19408286
ENSSSAG00000002450	0.0014449	ssa08	19424969
ENSSSAG00000003483	0.0390784	ssa08	19505095
ENSSSAG00000115706	1.09E-14	ssa08	19553915
ENSSSAG00000003408	1.43E-06	ssa08	19553915
ENSSSAG00000109772	1.34E-11	ssa08	19554811
ENSSSAG00000003332	4.77E-10	ssa08	19554811
ENSSSAG00000094862	1.13E-16	ssa08	20299432
ENSSSAG00000101269	0.00925032	ssa08	20299432
ENSSSAG00000087999	3.67E-05	ssa08	20300154
ENSSSAG00000086224	0.00316595	ssa08	20679893
ENSSSAG00000106011	3.12E-17	ssa08	20813768
ENSSSAG00000097688	5.36E-14	ssa08	20911427
ENSSSAG00000114900	2.58E-12	ssa08	20994432
ENSSSAG00000088281	0.0326044	ssa08	21318131
ENSSSAG00000002532	0.00388123	ssa08	21560638
ENSSSAG00000061232	7.36E-05	ssa08	21567991
ENSSSAG00000090424	0.0443721	ssa08	21683986
ENSSSAG00000052761	3.97E-06	ssa08	21718109
ENSSSAG00000101053	3.53E-20	ssa08	21793369
ENSSSAG00000060830	0.0204188	ssa08	21828709
ENSSSAG00000045259	1.44E-40	ssa08	21906995
ENSSSAG00000009376	1.66E-06	ssa08	21918989
ENSSSAG00000094723	0.00291088	ssa08	21920387
ENSSSAG00000100047	0.0230064	ssa08	21920387
ENSSSAG00000097792	0.0196126	ssa08	21984901
ENSSSAG00000084622	0.000646881	ssa09	178403
ENSSSAG00000109062	1.14E-06	ssa09	183375
ENSSSAG00000042624	1.01E-08	ssa09	409074
ENSSSAG00000008527	1.79E-05	ssa09	2635121
ENSSSAG00000022660	0.0382888	ssa09	2919678
ENSSSAG00000043706	0.0255701	ssa09	3035292
ENSSSAG00000009213	0.00590832	ssa09	4344817
ENSSSAG00000003357	0.00300405	ssa09	4841219
ENSSSAG00000004344	0.00348878	ssa09	4841219
ENSSSAG00000045975	0.0224679	ssa09	5699999
ENSSSAG00000004369	0.00189064	ssa09	7130043
ENSSSAG00000003198	0.0454891	ssa09	7312116
ENSSSAG00000108937	0.00826312	ssa09	7791752
ENSSSAG00000103784	0.014445	ssa09	7794572
ENSSSAG00000004398	0.0105583	ssa09	9050041
ENSSSAG00000015430	5.66E-22	ssa09	11238044
ENSSSAG00000055195	5.99E-06	ssa09	11586172
ENSSSAG00000093491	2.75E-05	ssa09	11658060
ENSSSAG00000002352	0.00272488	ssa09	11965950
ENSSSAG00000055172	2.18E-14	ssa09	12144396
ENSSSAG00000055265	0.000381257	ssa09	12290846
ENSSSAG00000083010	0.00201874	ssa09	13460263
ENSSSAG00000118144	0.0280341	ssa09	13528037
ENSSSAG00000002984	3.87E-12	ssa09	13871950
ENSSSAG00000007419	0.0214216	ssa09	14091811
ENSSSAG00000015127	0.00376211	ssa09	15335212
ENSSSAG00000002658	0.000375329	ssa09	15360129
ENSSSAG00000064580	0.00469474	ssa09	15905484
ENSSSAG00000064228	0.0191798	ssa09	15905484
ENSSSAG00000007575	0.0335148	ssa09	15905484
ENSSSAG00000015637	0.00974678	ssa09	15916428
ENSSSAG00000008588	0.000279488	ssa09	15986265
ENSSSAG00000045675	0.0180369	ssa09	15986265
ENSSSAG00000007327	0.0344118	ssa09	16004811
ENSSSAG00000015804	9.21E-05	ssa09	16039709
ENSSSAG00000060769	0.00646006	ssa09	16126185
ENSSSAG00000103779	0.0276141	ssa09	16657475
ENSSSAG00000057641	1.02E-17	ssa09	16987364
ENSSSAG00000057210	2.93E-29	ssa09	16991445
ENSSSAG00000016312	0.000980015	ssa09	17139605
ENSSSAG00000042032	0.00819029	ssa09	17216056
ENSSSAG00000064469	3.05E-21	ssa09	17496219
ENSSSAG00000064542	9.17E-12	ssa09	17583901
ENSSSAG00000064636	0.0111081	ssa09	17584617
ENSSSAG00000002913	1.03E-06	ssa09	17833574
ENSSSAG00000102790	8.14E-28	ssa09	18314426
ENSSSAG00000002415	0.00457184	ssa09	18658181
ENSSSAG00000044041	0.00163372	ssa09	18715956
ENSSSAG00000008371	6.94E-05	ssa09	18788526
ENSSSAG00000082020	0.00646565	ssa09	18789287
ENSSSAG00000017292	2.38E-07	ssa09	18954946
ENSSSAG00000018337	0.0133226	ssa09	18954946
ENSSSAG00000008137	0.0280094	ssa09	18954946
ENSSSAG00000106241	0.0473425	ssa09	19008464
ENSSSAG00000065135	0.00877705	ssa09	19051186
ENSSSAG00000044742	0.0302186	ssa09	19194732
ENSSSAG00000004909	0.000944867	ssa09	19443361
ENSSSAG00000003336	0.0229136	ssa09	19444711
ENSSSAG00000005145	2.94E-18	ssa09	19445882
ENSSSAG00000064210	0.0128743	ssa09	19455567
ENSSSAG00000056082	0.0044858	ssa09	19455636
ENSSSAG00000060194	0.000250613	ssa09	19462013
ENSSSAG00000042785	0.000894565	ssa09	19462013
ENSSSAG00000005146	0.0011961	ssa09	19462013
ENSSSAG00000042631	0.0021419	ssa09	19462013
ENSSSAG00000041815	0.022798	ssa09	19462013
ENSSSAG00000039191	0.036319	ssa09	19462013
ENSSSAG00000015593	0.0309902	ssa09	19464110
ENSSSAG00000055262	1.66E-07	ssa09	19666832
ENSSSAG00000103615	0.00161858	ssa09	19790936
ENSSSAG00000055238	5.82E-15	ssa09	21050599
ENSSSAG00000086992	0.00114888	ssa09	21675774
ENSSSAG00000091378	0.0024759	ssa09	21726269
ENSSSAG00000041513	3.36E-06	ssa09	23471846
ENSSSAG00000015634	0.000488568	ssa09	23761030
ENSSSAG00000058753	4.30E-05	ssa09	25013388
ENSSSAG00000002230	8.12E-21	ssa09	25024594
ENSSSAG00000070224	0.0412107	ssa09	25024594
ENSSSAG00000070099	1.15E-05	ssa09	25100924
ENSSSAG00000002276	1.23E-07	ssa09	25196517
ENSSSAG00000006988	0.0264598	ssa09	25362288
ENSSSAG00000004100	9.85E-08	ssa09	25480345
ENSSSAG00000043521	2.33E-08	ssa09	25519537
ENSSSAG00000055340	0.00553296	ssa09	25519537
ENSSSAG00000003445	3.63E-19	ssa09	25724186
ENSSSAG00000005678	0.00161388	ssa09	26155182
ENSSSAG00000087745	0.0125931	ssa09	26199756
ENSSSAG00000007620	0.027598	ssa09	26199756
ENSSSAG00000008123	0.0326588	ssa09	26199756
ENSSSAG00000002298	9.70E-09	ssa09	26259272
ENSSSAG00000006981	9.14E-06	ssa09	26296251
ENSSSAG00000049820	0.0351254	ssa09	26309061
ENSSSAG00000007093	0.00197681	ssa09	27958682
ENSSSAG00000061024	0.00346473	ssa09	27958726
ENSSSAG00000005612	0.00185298	ssa09	28420240
ENSSSAG00000002418	8.20E-19	ssa09	29139905
ENSSSAG00000006971	0.0195752	ssa09	30057666
ENSSSAG00000002569	4.84E-07	ssa09	30536147
ENSSSAG00000060251	5.98E-84	ssa09	31282122
ENSSSAG00000061252	0.00535925	ssa09	31394891
ENSSSAG00000061846	0.000351677	ssa09	31497895
ENSSSAG00000064292	0.000170811	ssa09	31531342
ENSSSAG00000002322	0.000677594	ssa09	31531342
ENSSSAG00000049873	0.0308647	ssa09	31531342
ENSSSAG00000070043	4.82E-17	ssa09	32985450
ENSSSAG00000103562	1.63E-06	ssa09	33726622
ENSSSAG00000061094	0.016384	ssa09	33751558
ENSSSAG00000064280	2.89E-08	ssa09	33868248
ENSSSAG00000070963	0.00675966	ssa09	33924916
ENSSSAG00000098525	0.0451671	ssa09	34022674
ENSSSAG00000071960	3.28E-15	ssa09	34043429
ENSSSAG00000119928	0.00342365	ssa09	34206488
ENSSSAG00000063848	0.0198257	ssa09	34738161
ENSSSAG00000093448	5.02E-13	ssa09	35128341
ENSSSAG00000083117	0.0198745	ssa09	35960385
ENSSSAG00000070981	0.0288891	ssa09	37763216
ENSSSAG00000113603	0.00365984	ssa09	37924137
ENSSSAG00000063941	6.63E-06	ssa09	38155226
ENSSSAG00000071394	0.00106504	ssa09	38210844
ENSSSAG00000063876	0.00713848	ssa09	38210844
ENSSSAG00000117660	1.13E-20	ssa09	38406785
ENSSSAG00000073683	2.09E-09	ssa09	40009464
ENSSSAG00000073712	0.0176245	ssa09	40017685
ENSSSAG00000070769	0.000162147	ssa09	40074448
ENSSSAG00000002522	0.0352417	ssa09	40074448
ENSSSAG00000002402	0.00223169	ssa09	40153787
ENSSSAG00000004951	0.0369399	ssa09	40563196
ENSSSAG00000002623	1.52E-21	ssa09	41858729
ENSSSAG00000064213	2.27E-08	ssa09	42501673
ENSSSAG00000002389	6.82E-10	ssa09	42689457
ENSSSAG00000040875	4.45E-05	ssa09	42745775
ENSSSAG00000073789	1.87E-08	ssa09	42794916
ENSSSAG00000065077	0.0114246	ssa09	42806967
ENSSSAG00000003919	0.024687	ssa09	43541332
ENSSSAG00000082438	0.012138	ssa09	44679911
ENSSSAG00000107339	1.13E-05	ssa09	44918722
ENSSSAG00000102989	0.0028745	ssa09	45046891
ENSSSAG00000010091	0.0445284	ssa09	45956325
ENSSSAG00000064230	1.00E-11	ssa09	47157095
ENSSSAG00000090398	0.00868483	ssa09	47157095
ENSSSAG00000063363	1.12E-23	ssa09	47174874
ENSSSAG00000065140	6.14E-57	ssa09	47485609
ENSSSAG00000098580	5.64E-24	ssa09	47485609
ENSSSAG00000083270	0.000336666	ssa09	47561883
ENSSSAG00000039308	1.22E-07	ssa09	47594421
ENSSSAG00000049653	0.00402961	ssa09	47604775
ENSSSAG00000051995	0.00637096	ssa09	47609259
ENSSSAG00000005251	1.97E-07	ssa09	47653812
ENSSSAG00000054128	0.0121535	ssa09	48326581
ENSSSAG00000120445	3.53E-07	ssa09	48903537
ENSSSAG00000040060	0.0244584	ssa09	54460816
ENSSSAG00000003998	0.034352	ssa09	55412304
ENSSSAG00000060261	0.0444436	ssa09	55425909
ENSSSAG00000093538	1.38E-05	ssa09	55435123
ENSSSAG00000071185	0.031646	ssa09	55435123
ENSSSAG00000097697	7.36E-05	ssa09	55544969
ENSSSAG00000118077	0.0112258	ssa09	56208652
ENSSSAG00000085767	0.0014922	ssa09	57121259
ENSSSAG00000103995	0.00343251	ssa09	57121259
ENSSSAG00000065431	0.0271481	ssa09	57636968
ENSSSAG00000091274	8.49E-05	ssa09	57642778
ENSSSAG00000097990	0.0055423	ssa09	57642778
ENSSSAG00000005067	0.00554173	ssa09	57650234
ENSSSAG00000085827	6.68E-08	ssa09	57743535
ENSSSAG00000015654	0.0085144	ssa09	59057565
ENSSSAG00000112154	0.0100781	ssa09	59561798
ENSSSAG00000073128	0.00470132	ssa09	59670302
ENSSSAG00000015545	2.57E-17	ssa09	60000086
ENSSSAG00000073584	0.000152182	ssa09	60061645
ENSSSAG00000073055	0.0193122	ssa09	61945622
ENSSSAG00000073602	0.0364967	ssa09	61979489
ENSSSAG00000103931	1.50E-09	ssa09	61983906
ENSSSAG00000007622	1.05E-06	ssa09	61984724
ENSSSAG00000053641	0.0276861	ssa09	62038826
ENSSSAG00000053066	0.0144597	ssa09	62141056
ENSSSAG00000073187	0.0240841	ssa09	63405174
ENSSSAG00000017268	0.00474498	ssa09	63785701
ENSSSAG00000053651	0.00646879	ssa09	63845297
ENSSSAG00000053698	0.0117111	ssa09	63872053
ENSSSAG00000073604	0.00348077	ssa09	64493157
ENSSSAG00000074337	7.00E-08	ssa09	64717228
ENSSSAG00000074361	0.00906394	ssa09	64717228
ENSSSAG00000091227	8.42E-05	ssa09	64959632
ENSSSAG00000073594	0.00315167	ssa09	65545481
ENSSSAG00000119175	2.67E-14	ssa09	65806897
ENSSSAG00000077509	0.0146892	ssa09	65924973
ENSSSAG00000045328	0.000298112	ssa09	66337964
ENSSSAG00000045482	0.00770528	ssa09	66337964
ENSSSAG00000050722	0.000110428	ssa09	66352657
ENSSSAG00000071973	2.70E-35	ssa09	66480807
ENSSSAG00000073660	0.0297489	ssa09	66517746
ENSSSAG00000048740	0.00394644	ssa09	66525605
ENSSSAG00000086531	0.0256516	ssa09	66567969
ENSSSAG00000048788	0.00168524	ssa09	66780834
ENSSSAG00000074144	5.79E-10	ssa09	66917049
ENSSSAG00000072026	0.000356386	ssa09	66974290
ENSSSAG00000050660	0.00316922	ssa09	67062386
ENSSSAG00000064257	0.00807793	ssa09	67062386
ENSSSAG00000073689	0.0182849	ssa09	67062386
ENSSSAG00000048347	0.0303334	ssa09	67062386
ENSSSAG00000074329	0.0424438	ssa09	67062386
ENSSSAG00000074429	3.70E-05	ssa09	67313220
ENSSSAG00000045269	0.0039748	ssa09	69607293
