type	clan	gene1	gene2	ID	redip.class
ss4r	OG5v0001712.46	ENSSSAG00000071178	ENSSSAG00000076039	ENSSSAG00000071178_Ssal_ENSSSAG00000076039_Ssal	AORe
ss4r	OG5v0001712.64	ENSSSAG00000085239	ENSSSAG00000055400	ENSSSAG00000055400_Ssal_ENSSSAG00000085239_Ssal	NA
ss4r	OG5v0001713.63	ENSSSAG00000116739	ENSSSAG00000085097	ENSSSAG00000085097_Ssal_ENSSSAG00000116739_Ssal	AORe
ss4r	OG5v0001714.46	ENSSSAG00000001837	ENSSSAG00000084360	ENSSSAG00000001837_Ssal_ENSSSAG00000084360_Ssal	AORe
ss4r	OG5v0001714.64	ENSSSAG00000037837	ENSSSAG00000107443	ENSSSAG00000037837_Ssal_ENSSSAG00000107443_Ssal	AORe
ss4r	OG5v0001715.45	ENSSSAG00000070290	ENSSSAG00000104093	ENSSSAG00000070290_Ssal_ENSSSAG00000104093_Ssal	AORe
ss4r	OG5v0001715.64	ENSSSAG00000075892	ENSSSAG00000120971	ENSSSAG00000075892_Ssal_ENSSSAG00000120971_Ssal	AORe
ss4r	OG5v0001717.47	ENSSSAG00000103794	ENSSSAG00000114710	ENSSSAG00000103794_Ssal_ENSSSAG00000114710_Ssal	AORe
ss4r	OG5v0001718.47	ENSSSAG00000068746	ENSSSAG00000043135	ENSSSAG00000043135_Ssal_ENSSSAG00000068746_Ssal	AORe
ss4r	OG5v0001718.64	ENSSSAG00000060487	ENSSSAG00000005195	ENSSSAG00000005195_Ssal_ENSSSAG00000060487_Ssal	LORe
ss4r	OG5v0001720.65	ENSSSAG00000083850	ENSSSAG00000109583	ENSSSAG00000083850_Ssal_ENSSSAG00000109583_Ssal	AORe
ss4r	OG5v0001720.47	ENSSSAG00000103709	ENSSSAG00000053869	ENSSSAG00000053869_Ssal_ENSSSAG00000103709_Ssal	LORe
ss4r	OG5v0001721.47	ENSSSAG00000091846	ENSSSAG00000100093	ENSSSAG00000091846_Ssal_ENSSSAG00000100093_Ssal	AORe
ss4r	OG5v0001721.64	ENSSSAG00000064995	ENSSSAG00000045029	ENSSSAG00000045029_Ssal_ENSSSAG00000064995_Ssal	AORe
ss4r	OG5v0001722.47	ENSSSAG00000099987	ENSSSAG00000046697	ENSSSAG00000046697_Ssal_ENSSSAG00000099987_Ssal	AORe
ss4r	OG5v0001722.64	ENSSSAG00000008244	ENSSSAG00000072230	ENSSSAG00000008244_Ssal_ENSSSAG00000072230_Ssal	LORe
ss4r	OG5v0001723.47	ENSSSAG00000010258	ENSSSAG00000023910	ENSSSAG00000010258_Ssal_ENSSSAG00000023910_Ssal	NA
ss4r	OG5v0001723.64	ENSSSAG00000066307	ENSSSAG00000048583	ENSSSAG00000048583_Ssal_ENSSSAG00000066307_Ssal	AORe
ss4r	OG5v0001726.47	ENSSSAG00000069996	ENSSSAG00000005553	ENSSSAG00000005553_Ssal_ENSSSAG00000069996_Ssal	AORe
ss4r	OG5v0001726.64	ENSSSAG00000089094	ENSSSAG00000103324	ENSSSAG00000089094_Ssal_ENSSSAG00000103324_Ssal	LORe
ss4r	OG5v0001728.65	ENSSSAG00000079390	ENSSSAG00000118215	ENSSSAG00000079390_Ssal_ENSSSAG00000118215_Ssal	AORe
ss4r	OG5v0001729.46	ENSSSAG00000089514	ENSSSAG00000090862	ENSSSAG00000089514_Ssal_ENSSSAG00000090862_Ssal	AORe
ss4r	OG5v0001730.47	ENSSSAG00000070843	ENSSSAG00000038591	ENSSSAG00000038591_Ssal_ENSSSAG00000070843_Ssal	LORe
ss4r	OG5v0001730.60	ENSSSAG00000068313	ENSSSAG00000098176	ENSSSAG00000068313_Ssal_ENSSSAG00000098176_Ssal	NA
ss4r	OG5v0001731.54	ENSSSAG00000058473	ENSSSAG00000058477	ENSSSAG00000058473_Ssal_ENSSSAG00000058477_Ssal	AORe
ss4r	OG5v0001732.49	ENSSSAG00000120566	ENSSSAG00000006025	ENSSSAG00000006025_Ssal_ENSSSAG00000120566_Ssal	NA
ss4r	OG5v0001732.71	ENSSSAG00000075489	ENSSSAG00000118811	ENSSSAG00000075489_Ssal_ENSSSAG00000118811_Ssal	AORe
ss4r	OG5v0001733.49	ENSSSAG00000049923	ENSSSAG00000104178	ENSSSAG00000049923_Ssal_ENSSSAG00000104178_Ssal	NA
ss4r	OG5v0001734.64	ENSSSAG00000121533	ENSSSAG00000046763	ENSSSAG00000046763_Ssal_ENSSSAG00000121533_Ssal	AORe
ss4r	OG5v0001734.47	ENSSSAG00000071706	ENSSSAG00000074821	ENSSSAG00000071706_Ssal_ENSSSAG00000074821_Ssal	AORe
ss4r	OG5v0001735.47	ENSSSAG00000119980	ENSSSAG00000121949	ENSSSAG00000119980_Ssal_ENSSSAG00000121949_Ssal	AORe
ss4r	OG5v0001736.47	ENSSSAG00000066887	ENSSSAG00000066920	ENSSSAG00000066887_Ssal_ENSSSAG00000066920_Ssal	AORe
ss4r	OG5v0001736.64	ENSSSAG00000091872	ENSSSAG00000118447	ENSSSAG00000091872_Ssal_ENSSSAG00000118447_Ssal	LORe
ss4r	OG5v0001737.48	ENSSSAG00000040745	ENSSSAG00000066839	ENSSSAG00000040745_Ssal_ENSSSAG00000066839_Ssal	AORe
ss4r	OG5v0001738.48	ENSSSAG00000120741	ENSSSAG00000101944	ENSSSAG00000101944_Ssal_ENSSSAG00000120741_Ssal	LORe
ss4r	OG5v0001738.65	ENSSSAG00000056189	ENSSSAG00000000643	ENSSSAG00000000643_Ssal_ENSSSAG00000056189_Ssal	AORe
ss4r	OG5v0001739.52	ENSSSAG00000049666	ENSSSAG00000044368	ENSSSAG00000044368_Ssal_ENSSSAG00000049666_Ssal	LORe
ss4r	OG5v0001740.46	ENSSSAG00000082319	ENSSSAG00000048622	ENSSSAG00000048622_Ssal_ENSSSAG00000082319_Ssal	AORe
ss4r	OG5v0001741.70	ENSSSAG00000095768	ENSSSAG00000015933	ENSSSAG00000015933_Ssal_ENSSSAG00000095768_Ssal	NA
ss4r	OG5v0001742.48	ENSSSAG00000049940	ENSSSAG00000013807	ENSSSAG00000013807_Ssal_ENSSSAG00000049940_Ssal	LORe
ss4r	OG5v0001743.70	ENSSSAG00000072756	ENSSSAG00000063475	ENSSSAG00000063475_Ssal_ENSSSAG00000072756_Ssal	NA
ss4r	OG5v0001744.64	ENSSSAG00000106078	ENSSSAG00000007244	ENSSSAG00000007244_Ssal_ENSSSAG00000106078_Ssal	LORe
ss4r	OG5v0001745.57	ENSSSAG00000082927	ENSSSAG00000010200	ENSSSAG00000010200_Ssal_ENSSSAG00000082927_Ssal	LORe
ss4r	OG5v0001748.46	ENSSSAG00000118072	ENSSSAG00000121994	ENSSSAG00000118072_Ssal_ENSSSAG00000121994_Ssal	LORe
ss4r	OG5v0001748.64	ENSSSAG00000064050	ENSSSAG00000019850	ENSSSAG00000019850_Ssal_ENSSSAG00000064050_Ssal	AORe
ss4r	OG5v0001751.73	ENSSSAG00000120404	ENSSSAG00000080025	ENSSSAG00000080025_Ssal_ENSSSAG00000120404_Ssal	NA
ss4r	OG5v0001755.49	ENSSSAG00000072629	ENSSSAG00000079488	ENSSSAG00000072629_Ssal_ENSSSAG00000079488_Ssal	AORe
ss4r	OG5v0001755.64	ENSSSAG00000079297	ENSSSAG00000069234	ENSSSAG00000069234_Ssal_ENSSSAG00000079297_Ssal	NA
ss4r	OG5v0001756.47	ENSSSAG00000000855	ENSSSAG00000080375	ENSSSAG00000000855_Ssal_ENSSSAG00000080375_Ssal	AORe
ss4r	OG5v0001756.64	ENSSSAG00000081725	ENSSSAG00000041134	ENSSSAG00000041134_Ssal_ENSSSAG00000081725_Ssal	AORe
ss4r	OG5v0001757.46	ENSSSAG00000081512	ENSSSAG00000045433	ENSSSAG00000045433_Ssal_ENSSSAG00000081512_Ssal	AORe
ss4r	OG5v0001757.63	ENSSSAG00000071889	ENSSSAG00000069674	ENSSSAG00000069674_Ssal_ENSSSAG00000071889_Ssal	AORe
ss4r	OG5v0001758.46	ENSSSAG00000046425	ENSSSAG00000040186	ENSSSAG00000040186_Ssal_ENSSSAG00000046425_Ssal	AORe
ss4r	OG5v0001758.64	ENSSSAG00000044344	ENSSSAG00000047064	ENSSSAG00000044344_Ssal_ENSSSAG00000047064_Ssal	NA
ss4r	OG5v0001759.65	ENSSSAG00000041466	ENSSSAG00000110049	ENSSSAG00000041466_Ssal_ENSSSAG00000110049_Ssal	AORe
ss4r	OG5v0001760.60	ENSSSAG00000075858	ENSSSAG00000006893	ENSSSAG00000006893_Ssal_ENSSSAG00000075858_Ssal	AORe
ss4r	OG5v0001760.46	ENSSSAG00000114211	ENSSSAG00000056982	ENSSSAG00000056982_Ssal_ENSSSAG00000114211_Ssal	LORe
ss4r	OG5v0001761.46	ENSSSAG00000007915	ENSSSAG00000008940	ENSSSAG00000007915_Ssal_ENSSSAG00000008940_Ssal	AORe
ss4r	OG5v0001761.63	ENSSSAG00000042964	ENSSSAG00000067089	ENSSSAG00000042964_Ssal_ENSSSAG00000067089_Ssal	NA
ss4r	OG5v0001762.64	ENSSSAG00000088356	ENSSSAG00000049601	ENSSSAG00000049601_Ssal_ENSSSAG00000088356_Ssal	NA
ss4r	OG5v0001762.46	ENSSSAG00000074243	ENSSSAG00000045798	ENSSSAG00000045798_Ssal_ENSSSAG00000074243_Ssal	AORe
ss4r	OG5v0001763.45	ENSSSAG00000049766	ENSSSAG00000041203	ENSSSAG00000041203_Ssal_ENSSSAG00000049766_Ssal	AORe
ss4r	OG5v0001763.62	ENSSSAG00000060548	ENSSSAG00000007675	ENSSSAG00000007675_Ssal_ENSSSAG00000060548_Ssal	LORe
ss4r	OG5v0001764.44	ENSSSAG00000081109	ENSSSAG00000081550	ENSSSAG00000081109_Ssal_ENSSSAG00000081550_Ssal	AORe
ss4r	OG5v0001764.61	ENSSSAG00000080941	ENSSSAG00000008891	ENSSSAG00000008891_Ssal_ENSSSAG00000080941_Ssal	AORe
ss4r	OG5v0001765.63	ENSSSAG00000066806	ENSSSAG00000074827	ENSSSAG00000066806_Ssal_ENSSSAG00000074827_Ssal	AORe
ss4r	OG5v0001765.46	ENSSSAG00000052570	ENSSSAG00000044413	ENSSSAG00000044413_Ssal_ENSSSAG00000052570_Ssal	AORe
ss4r	OG5v0001766.46	ENSSSAG00000065361	ENSSSAG00000080255	ENSSSAG00000065361_Ssal_ENSSSAG00000080255_Ssal	AORe
ss4r	OG5v0001766.63	ENSSSAG00000006063	ENSSSAG00000063636	ENSSSAG00000006063_Ssal_ENSSSAG00000063636_Ssal	NA
ss4r	OG5v0001767.46	ENSSSAG00000041460	ENSSSAG00000064488	ENSSSAG00000041460_Ssal_ENSSSAG00000064488_Ssal	AORe
ss4r	OG5v0001767.63	ENSSSAG00000067539	ENSSSAG00000076749	ENSSSAG00000067539_Ssal_ENSSSAG00000076749_Ssal	AORe
ss4r	OG5v0001768.47	ENSSSAG00000047729	ENSSSAG00000054714	ENSSSAG00000047729_Ssal_ENSSSAG00000054714_Ssal	AORe
ss4r	OG5v0001768.66	ENSSSAG00000058086	ENSSSAG00000086371	ENSSSAG00000058086_Ssal_ENSSSAG00000086371_Ssal	NA
ss4r	OG5v0001769.45	ENSSSAG00000067543	ENSSSAG00000050265	ENSSSAG00000050265_Ssal_ENSSSAG00000067543_Ssal	NA
ss4r	OG5v0001769.63	ENSSSAG00000053150	ENSSSAG00000077019	ENSSSAG00000053150_Ssal_ENSSSAG00000077019_Ssal	NA
ss4r	OG5v0001770.64	ENSSSAG00000071381	ENSSSAG00000063921	ENSSSAG00000063921_Ssal_ENSSSAG00000071381_Ssal	NA
ss4r	OG5v0001771.46	ENSSSAG00000009466	ENSSSAG00000072666	ENSSSAG00000009466_Ssal_ENSSSAG00000072666_Ssal	AORe
ss4r	OG5v0001771.62	ENSSSAG00000069909	ENSSSAG00000056100	ENSSSAG00000056100_Ssal_ENSSSAG00000069909_Ssal	AORe
ss4r	OG5v0001772.46	ENSSSAG00000019460	ENSSSAG00000004024	ENSSSAG00000004024_Ssal_ENSSSAG00000019460_Ssal	AORe
ss4r	OG5v0001772.65	ENSSSAG00000077285	ENSSSAG00000071614	ENSSSAG00000071614_Ssal_ENSSSAG00000077285_Ssal	AORe
ss4r	OG5v0001773.46	ENSSSAG00000112530	ENSSSAG00000087643	ENSSSAG00000087643_Ssal_ENSSSAG00000112530_Ssal	LORe
ss4r	OG5v0001773.64	ENSSSAG00000075430	ENSSSAG00000043111	ENSSSAG00000043111_Ssal_ENSSSAG00000075430_Ssal	NA
ss4r	OG5v0001774.46	ENSSSAG00000041533	ENSSSAG00000091365	ENSSSAG00000041533_Ssal_ENSSSAG00000091365_Ssal	NA
ss4r	OG5v0001774.62	ENSSSAG00000076876	ENSSSAG00000003075	ENSSSAG00000003075_Ssal_ENSSSAG00000076876_Ssal	AORe
ss4r	OG5v0001775.46	ENSSSAG00000022417	ENSSSAG00000044183	ENSSSAG00000022417_Ssal_ENSSSAG00000044183_Ssal	NA
ss4r	OG5v0001775.62	ENSSSAG00000044167	ENSSSAG00000066727	ENSSSAG00000044167_Ssal_ENSSSAG00000066727_Ssal	AORe
ss4r	OG5v0001776.45	ENSSSAG00000072790	ENSSSAG00000049797	ENSSSAG00000049797_Ssal_ENSSSAG00000072790_Ssal	AORe
ss4r	OG5v0001776.62	ENSSSAG00000073685	ENSSSAG00000077507	ENSSSAG00000073685_Ssal_ENSSSAG00000077507_Ssal	AORe
ss4r	OG5v0001777.44	ENSSSAG00000054210	ENSSSAG00000075655	ENSSSAG00000054210_Ssal_ENSSSAG00000075655_Ssal	AORe
ss4r	OG5v0001777.65	ENSSSAG00000074507	ENSSSAG00000002457	ENSSSAG00000002457_Ssal_ENSSSAG00000074507_Ssal	NA
ss4r	OG5v0001778.46	ENSSSAG00000062712	ENSSSAG00000094254	ENSSSAG00000062712_Ssal_ENSSSAG00000094254_Ssal	LORe
ss4r	OG5v0001778.62	ENSSSAG00000010255	ENSSSAG00000005230	ENSSSAG00000005230_Ssal_ENSSSAG00000010255_Ssal	LORe
ss4r	OG5v0001780.46	ENSSSAG00000070531	ENSSSAG00000073172	ENSSSAG00000070531_Ssal_ENSSSAG00000073172_Ssal	AORe
ss4r	OG5v0001780.63	ENSSSAG00000071137	ENSSSAG00000054881	ENSSSAG00000054881_Ssal_ENSSSAG00000071137_Ssal	NA
ss4r	OG5v0001781.45	ENSSSAG00000067988	ENSSSAG00000070616	ENSSSAG00000067988_Ssal_ENSSSAG00000070616_Ssal	AORe
ss4r	OG5v0001782.45	ENSSSAG00000070225	ENSSSAG00000059247	ENSSSAG00000059247_Ssal_ENSSSAG00000070225_Ssal	NA
ss4r	OG5v0001782.62	ENSSSAG00000004664	ENSSSAG00000065089	ENSSSAG00000004664_Ssal_ENSSSAG00000065089_Ssal	AORe
ss4r	OG5v0001783.62	ENSSSAG00000066926	ENSSSAG00000003744	ENSSSAG00000003744_Ssal_ENSSSAG00000066926_Ssal	AORe
ss4r	OG5v0001784.46	ENSSSAG00000043508	ENSSSAG00000002381	ENSSSAG00000002381_Ssal_ENSSSAG00000043508_Ssal	LORe
ss4r	OG5v0001784.63	ENSSSAG00000005800	ENSSSAG00000062793	ENSSSAG00000005800_Ssal_ENSSSAG00000062793_Ssal	AORe
ss4r	OG5v0001785.64	ENSSSAG00000016007	ENSSSAG00000003809	ENSSSAG00000003809_Ssal_ENSSSAG00000016007_Ssal	AORe
ss4r	OG5v0001786.46	ENSSSAG00000077461	ENSSSAG00000079012	ENSSSAG00000077461_Ssal_ENSSSAG00000079012_Ssal	NA
ss4r	OG5v0001787.45	ENSSSAG00000077273	ENSSSAG00000119069	ENSSSAG00000077273_Ssal_ENSSSAG00000119069_Ssal	AORe
ss4r	OG5v0001787.64	ENSSSAG00000086050	ENSSSAG00000004015	ENSSSAG00000004015_Ssal_ENSSSAG00000086050_Ssal	AORe
ss4r	OG5v0001788.44	ENSSSAG00000079234	ENSSSAG00000067109	ENSSSAG00000067109_Ssal_ENSSSAG00000079234_Ssal	AORe
ss4r	OG5v0001788.62	ENSSSAG00000047168	ENSSSAG00000066271	ENSSSAG00000047168_Ssal_ENSSSAG00000066271_Ssal	LORe
ss4r	OG5v0001789.46	ENSSSAG00000045830	ENSSSAG00000080268	ENSSSAG00000045830_Ssal_ENSSSAG00000080268_Ssal	AORe
ss4r	OG5v0001789.62	ENSSSAG00000003743	ENSSSAG00000046622	ENSSSAG00000003743_Ssal_ENSSSAG00000046622_Ssal	AORe
ss4r	OG5v0001790.46	ENSSSAG00000043962	ENSSSAG00000081731	ENSSSAG00000043962_Ssal_ENSSSAG00000081731_Ssal	NA
ss4r	OG5v0001790.63	ENSSSAG00000008104	ENSSSAG00000000984	ENSSSAG00000000984_Ssal_ENSSSAG00000008104_Ssal	NA
ss4r	OG5v0001791.59	ENSSSAG00000042591	ENSSSAG00000054690	ENSSSAG00000042591_Ssal_ENSSSAG00000054690_Ssal	AORe
ss4r	OG5v0001792.46	ENSSSAG00000030439	ENSSSAG00000005067	ENSSSAG00000005067_Ssal_ENSSSAG00000030439_Ssal	AORe
ss4r	OG5v0001793.65	ENSSSAG00000096798	ENSSSAG00000100291	ENSSSAG00000096798_Ssal_ENSSSAG00000100291_Ssal	LORe
ss4r	OG5v0001794.46	ENSSSAG00000016020	ENSSSAG00000006910	ENSSSAG00000006910_Ssal_ENSSSAG00000016020_Ssal	NA
ss4r	OG5v0001796.46	ENSSSAG00000084517	ENSSSAG00000068404	ENSSSAG00000068404_Ssal_ENSSSAG00000084517_Ssal	AORe
ss4r	OG5v0001796.63	ENSSSAG00000039648	ENSSSAG00000062209	ENSSSAG00000039648_Ssal_ENSSSAG00000062209_Ssal	LORe
ss4r	OG5v0001797.45	ENSSSAG00000070713	ENSSSAG00000045271	ENSSSAG00000045271_Ssal_ENSSSAG00000070713_Ssal	AORe
ss4r	OG5v0001797.64	ENSSSAG00000080786	ENSSSAG00000007120	ENSSSAG00000007120_Ssal_ENSSSAG00000080786_Ssal	AORe
ss4r	OG5v0001798.46	ENSSSAG00000077661	ENSSSAG00000078016	ENSSSAG00000077661_Ssal_ENSSSAG00000078016_Ssal	AORe
ss4r	OG5v0001798.65	ENSSSAG00000042995	ENSSSAG00000039557	ENSSSAG00000039557_Ssal_ENSSSAG00000042995_Ssal	LORe
ss4r	OG5v0001800.57	ENSSSAG00000115889	ENSSSAG00000039904	ENSSSAG00000039904_Ssal_ENSSSAG00000115889_Ssal	NA
ss4r	OG5v0001801.45	ENSSSAG00000108085	ENSSSAG00000110233	ENSSSAG00000108085_Ssal_ENSSSAG00000110233_Ssal	LORe
ss4r	OG5v0001801.63	ENSSSAG00000094984	ENSSSAG00000112137	ENSSSAG00000094984_Ssal_ENSSSAG00000112137_Ssal	LORe
ss4r	OG5v0001802.46	ENSSSAG00000081205	ENSSSAG00000043762	ENSSSAG00000043762_Ssal_ENSSSAG00000081205_Ssal	AORe
ss4r	OG5v0001802.65	ENSSSAG00000067997	ENSSSAG00000043980	ENSSSAG00000043980_Ssal_ENSSSAG00000067997_Ssal	NA
ss4r	OG5v0001803.46	ENSSSAG00000077917	ENSSSAG00000006284	ENSSSAG00000006284_Ssal_ENSSSAG00000077917_Ssal	NA
ss4r	OG5v0001804.48	ENSSSAG00000058343	ENSSSAG00000057456	ENSSSAG00000057456_Ssal_ENSSSAG00000058343_Ssal	NA
ss4r	OG5v0001805.46	ENSSSAG00000081679	ENSSSAG00000063010	ENSSSAG00000063010_Ssal_ENSSSAG00000081679_Ssal	NA
ss4r	OG5v0001805.62	ENSSSAG00000072879	ENSSSAG00000048668	ENSSSAG00000048668_Ssal_ENSSSAG00000072879_Ssal	AORe
ss4r	OG5v0001806.62	ENSSSAG00000080438	ENSSSAG00000090727	ENSSSAG00000080438_Ssal_ENSSSAG00000090727_Ssal	LORe
ss4r	OG5v0001807.47	ENSSSAG00000068001	ENSSSAG00000112879	ENSSSAG00000068001_Ssal_ENSSSAG00000112879_Ssal	LORe
ss4r	OG5v0001807.63	ENSSSAG00000052747	ENSSSAG00000079196	ENSSSAG00000052747_Ssal_ENSSSAG00000079196_Ssal	AORe
ss4r	OG5v0001808.46	ENSSSAG00000071892	ENSSSAG00000006552	ENSSSAG00000006552_Ssal_ENSSSAG00000071892_Ssal	AORe
ss4r	OG5v0001808.63	ENSSSAG00000010075	ENSSSAG00000002757	ENSSSAG00000002757_Ssal_ENSSSAG00000010075_Ssal	AORe
ss4r	OG5v0001809.45	ENSSSAG00000053205	ENSSSAG00000041828	ENSSSAG00000041828_Ssal_ENSSSAG00000053205_Ssal	LORe
ss4r	OG5v0001809.62	ENSSSAG00000002966	ENSSSAG00000008164	ENSSSAG00000002966_Ssal_ENSSSAG00000008164_Ssal	LORe
ss4r	OG5v0001810.48	ENSSSAG00000040343	ENSSSAG00000015744	ENSSSAG00000015744_Ssal_ENSSSAG00000040343_Ssal	AORe
ss4r	OG5v0001811.45	ENSSSAG00000024966	ENSSSAG00000058933	ENSSSAG00000024966_Ssal_ENSSSAG00000058933_Ssal	AORe
ss4r	OG5v0001812.46	ENSSSAG00000064514	ENSSSAG00000003601	ENSSSAG00000003601_Ssal_ENSSSAG00000064514_Ssal	AORe
ss4r	OG5v0001813.45	ENSSSAG00000069327	ENSSSAG00000038900	ENSSSAG00000038900_Ssal_ENSSSAG00000069327_Ssal	AORe
ss4r	OG5v0001813.62	ENSSSAG00000093201	ENSSSAG00000088593	ENSSSAG00000088593_Ssal_ENSSSAG00000093201_Ssal	AORe
ss4r	OG5v0001815.46	ENSSSAG00000051778	ENSSSAG00000041633	ENSSSAG00000041633_Ssal_ENSSSAG00000051778_Ssal	AORe
ss4r	OG5v0001815.63	ENSSSAG00000051658	ENSSSAG00000050441	ENSSSAG00000050441_Ssal_ENSSSAG00000051658_Ssal	LORe
ss4r	OG5v0001816.46	ENSSSAG00000109010	ENSSSAG00000114618	ENSSSAG00000109010_Ssal_ENSSSAG00000114618_Ssal	NA
ss4r	OG5v0001816.64	ENSSSAG00000100708	ENSSSAG00000107567	ENSSSAG00000100708_Ssal_ENSSSAG00000107567_Ssal	LORe
ss4r	OG5v0001817.46	ENSSSAG00000076242	ENSSSAG00000044252	ENSSSAG00000044252_Ssal_ENSSSAG00000076242_Ssal	AORe
ss4r	OG5v0001817.64	ENSSSAG00000062930	ENSSSAG00000056357	ENSSSAG00000056357_Ssal_ENSSSAG00000062930_Ssal	AORe
ss4r	OG5v0001818.44	ENSSSAG00000048401	ENSSSAG00000004189	ENSSSAG00000004189_Ssal_ENSSSAG00000048401_Ssal	AORe
ss4r	OG5v0001819.46	ENSSSAG00000079452	ENSSSAG00000066475	ENSSSAG00000066475_Ssal_ENSSSAG00000079452_Ssal	AORe
ss4r	OG5v0001819.65	ENSSSAG00000082832	ENSSSAG00000104447	ENSSSAG00000082832_Ssal_ENSSSAG00000104447_Ssal	LORe
ss4r	OG5v0001820.45	ENSSSAG00000092761	ENSSSAG00000105348	ENSSSAG00000092761_Ssal_ENSSSAG00000105348_Ssal	LORe
ss4r	OG5v0001820.62	ENSSSAG00000076120	ENSSSAG00000062978	ENSSSAG00000062978_Ssal_ENSSSAG00000076120_Ssal	AORe
ss4r	OG5v0001821.47	ENSSSAG00000015313	ENSSSAG00000096340	ENSSSAG00000015313_Ssal_ENSSSAG00000096340_Ssal	AORe
ss4r	OG5v0001821.66	ENSSSAG00000097020	ENSSSAG00000006408	ENSSSAG00000006408_Ssal_ENSSSAG00000097020_Ssal	NA
ss4r	OG5v0001822.47	ENSSSAG00000068534	ENSSSAG00000068263	ENSSSAG00000068263_Ssal_ENSSSAG00000068534_Ssal	AORe
ss4r	OG5v0001822.63	ENSSSAG00000078396	ENSSSAG00000039620	ENSSSAG00000039620_Ssal_ENSSSAG00000078396_Ssal	NA
ss4r	OG5v0001823.46	ENSSSAG00000090690	ENSSSAG00000008553	ENSSSAG00000008553_Ssal_ENSSSAG00000090690_Ssal	AORe
ss4r	OG5v0001823.62	ENSSSAG00000069654	ENSSSAG00000071931	ENSSSAG00000069654_Ssal_ENSSSAG00000071931_Ssal	LORe
ss4r	OG5v0001824.46	ENSSSAG00000009441	ENSSSAG00000042489	ENSSSAG00000009441_Ssal_ENSSSAG00000042489_Ssal	AORe
ss4r	OG5v0001824.66	ENSSSAG00000099155	ENSSSAG00000110367	ENSSSAG00000099155_Ssal_ENSSSAG00000110367_Ssal	LORe
ss4r	OG5v0001825.45	ENSSSAG00000001831	ENSSSAG00000119202	ENSSSAG00000001831_Ssal_ENSSSAG00000119202_Ssal	AORe
ss4r	OG5v0001825.64	ENSSSAG00000043871	ENSSSAG00000103799	ENSSSAG00000043871_Ssal_ENSSSAG00000103799_Ssal	NA
ss4r	OG5v0001827.47	ENSSSAG00000046723	ENSSSAG00000058719	ENSSSAG00000046723_Ssal_ENSSSAG00000058719_Ssal	AORe
ss4r	OG5v0001827.62	ENSSSAG00000072235	ENSSSAG00000096486	ENSSSAG00000072235_Ssal_ENSSSAG00000096486_Ssal	LORe
ss4r	OG5v0001828.46	ENSSSAG00000071030	ENSSSAG00000055255	ENSSSAG00000055255_Ssal_ENSSSAG00000071030_Ssal	AORe
ss4r	OG5v0001830.62	ENSSSAG00000049321	ENSSSAG00000050374	ENSSSAG00000049321_Ssal_ENSSSAG00000050374_Ssal	NA
ss4r	OG5v0001830.46	ENSSSAG00000039344	ENSSSAG00000053636	ENSSSAG00000039344_Ssal_ENSSSAG00000053636_Ssal	AORe
ss4r	OG5v0001831.46	ENSSSAG00000068230	ENSSSAG00000065556	ENSSSAG00000065556_Ssal_ENSSSAG00000068230_Ssal	AORe
ss4r	OG5v0001831.63	ENSSSAG00000084027	ENSSSAG00000086833	ENSSSAG00000084027_Ssal_ENSSSAG00000086833_Ssal	AORe
ss4r	OG5v0001832.46	ENSSSAG00000053865	ENSSSAG00000007202	ENSSSAG00000007202_Ssal_ENSSSAG00000053865_Ssal	NA
ss4r	OG5v0001832.63	ENSSSAG00000120562	ENSSSAG00000065817	ENSSSAG00000065817_Ssal_ENSSSAG00000120562_Ssal	NA
ss4r	OG5v0001833.49	ENSSSAG00000041000	ENSSSAG00000010193	ENSSSAG00000010193_Ssal_ENSSSAG00000041000_Ssal	AORe
ss4r	OG5v0001833.66	ENSSSAG00000083891	ENSSSAG00000089088	ENSSSAG00000083891_Ssal_ENSSSAG00000089088_Ssal	AORe
ss4r	OG5v0001834.46	ENSSSAG00000002049	ENSSSAG00000008640	ENSSSAG00000002049_Ssal_ENSSSAG00000008640_Ssal	AORe
ss4r	OG5v0001834.62	ENSSSAG00000004704	ENSSSAG00000076260	ENSSSAG00000004704_Ssal_ENSSSAG00000076260_Ssal	AORe
ss4r	OG5v0001835.55	ENSSSAG00000120457	ENSSSAG00000089769	ENSSSAG00000089769_Ssal_ENSSSAG00000120457_Ssal	NA
ss4r	OG5v0001836.46	ENSSSAG00000066466	ENSSSAG00000001775	ENSSSAG00000001775_Ssal_ENSSSAG00000066466_Ssal	AORe
ss4r	OG5v0001836.65	ENSSSAG00000002960	ENSSSAG00000001903	ENSSSAG00000001903_Ssal_ENSSSAG00000002960_Ssal	AORe
ss4r	OG5v0001837.62	ENSSSAG00000007382	ENSSSAG00000007889	ENSSSAG00000007382_Ssal_ENSSSAG00000007889_Ssal	LORe
ss4r	OG5v0001838.48	ENSSSAG00000063666	ENSSSAG00000061260	ENSSSAG00000061260_Ssal_ENSSSAG00000063666_Ssal	AORe
ss4r	OG5v0001838.63	ENSSSAG00000118238	ENSSSAG00000065566	ENSSSAG00000065566_Ssal_ENSSSAG00000118238_Ssal	AORe
ss4r	OG5v0001839.46	ENSSSAG00000098654	ENSSSAG00000077715	ENSSSAG00000077715_Ssal_ENSSSAG00000098654_Ssal	AORe
